file	year	Borough	Condition of Building (Observation)	Condo/Coop Status	Condo/Coop Status Before Vacancy	Duration of Vacancy	Housing Unit Weight (5 implied decimal places)	Monthly Asking Rent Per Room Recode	Monthly asking rent	New Control Status Recode	Number of Bedrooms	Number of Rooms	Number of Units in Building	Program Status Input	Reason Unit Not Available for Rent or Sale	Sequence Number (Household)	Status Prior to Vacancy	Status of Vacant Unit	Sub-borough Area	Type of schedule	Vacant Unit Respondent
lng11_vac11_web.dat	2011	Brooklyn	Sound	Yes, a condominium	Yes, a condominium	6 to 12 months	019571769	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	2 bedrooms	3 rooms	10 to 12 units	Not applicable	Held for other reasons	260940	Owner occupied	Not available for rent or sale	15	Not available	Rental office/agent
lng11_vac11_web.dat	2011	Brooklyn	Sound	No	No	1 to 2 months	022844918	0266	00800	Stabilized pre 1947	1 bedrooms	3 rooms	10 to 12 units	Not applicable	Not applicable (available for rent or available for sale only)	540527	Renter occupied	Available for rent	15	For rent (old construction)	Rental office/agent
lng11_vac11_web.dat	2011	Brooklyn	Sound	No	No	1 year or more	020876110	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	1 bedrooms	3 rooms	10 to 12 units	Not applicable	Unit or building is undergoing renovation	875115	Don't know	Not available for rent or sale	15	Not available	Rental office/agent
lng11_vac11_web.dat	2011	Brooklyn	Sound	No	No	Less than 1 month	021366345	0400	01200	Stabilized pre 1947	1 bedrooms	3 rooms	100 units or more	Not applicable	Not applicable (available for rent or available for sale only)	734803	Renter occupied	Available for rent	15	For rent (old construction)	Rental office/agent
lng11_vac11_web.dat	2011	Brooklyn	Sound	No	No	1 year or more	021433573	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	2 bedrooms	3 rooms	20 to 49 units	Not applicable	Unit or building is undergoing renovation	989969	Renter occupied	Not available for rent or sale	15	Not available	Rental office/agent
lng11_vac11_web.dat	2011	Brooklyn	Sound	No	No	1 to 2 months	016744866	0400	01200	Stabilized pre 1947	1 bedrooms	3 rooms	20 to 49 units	Not applicable	Not applicable (available for rent or available for sale only)	389064	Renter occupied	Available for rent	15	For rent (old construction)	Rental office/agent
lng11_vac11_web.dat	2011	Brooklyn	Sound	No	No	6 to 12 months	016878543	0466	01400	Other rental	2 bedrooms	3 rooms	3 units	Not applicable	Not applicable (available for rent or available for sale only)	180224	Renter occupied	Available for rent	15	For rent (old construction)	Rental office/agent
lng11_vac11_web.dat	2011	Brooklyn	Sound	No	No	2 to 3 months	017204301	0337	01350	Stabilized pre 1947	2 bedrooms	4 rooms	50 to 99 units	Not applicable	Not applicable (available for rent or available for sale only)	853872	Renter occupied	Available for rent	15	For rent (old construction)	Rental office/agent
lng11_vac11_web.dat	2011	Brooklyn	Sound	No	No	1 year or more	021048853	0250	01500	Other rental	3 bedrooms	6 rooms	2 units with business	Not applicable	Not applicable (available for rent or available for sale only)	389021	Renter occupied	Available for rent	15	For rent (old construction)	Rental office/agent
lng11_vac11_web.dat	2011	Brooklyn	Sound	No	No	1 year or more	015918452	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	No bedroom	1 rooms	2 units without business	Not applicable	Held for occasional use, seasonal or recreational use	985442	Renter occupied	Not available for rent or sale	16	Not available	Rental office/agent
lng11_vac11_web.dat	2011	Brooklyn	Sound	No	No	6 to 12 months	023381627	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	2 bedrooms	4 rooms	2 units without business	Not applicable	Unit or building is undergoing renovation	620892	Owner occupied	Not available for rent or sale	16	Not available	Rental office/agent
lng11_vac11_web.dat	2011	Brooklyn	Sound	No	No	6 to 12 months	020876110	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	4 bedrooms	6 rooms	1 unit without business	Not applicable	Sold, not yet occupied	795482	Renter occupied	Not available for rent or sale	16	Not available	Rental office/agent
lng11_vac11_web.dat	2011	Brooklyn	Sound	No	No	1 year or more	020876110	0283	00850	Other rental	1 bedrooms	3 rooms	3 units	Not applicable	Not applicable (available for rent or available for sale only)	104996	Renter occupied	Available for rent	16	For rent (old construction)	Rental office/agent
lng11_vac11_web.dat	2011	Brooklyn	Sound	No	No	3 to 6 months	025024126	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	2 bedrooms	4 rooms	4 units	Not applicable	Unit or building is undergoing renovation	407456	Renter occupied	Not available for rent or sale	16	Not available	Rental office/agent
lng11_vac11_web.dat	2011	Brooklyn	Sound	No	No	Less than 1 month	023381627	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	2 bedrooms	4 rooms	4 units	Not applicable	Unit or building is undergoing renovation	022266	Owner occupied	Not available for rent or sale	16	Not available	Rental office/agent
lng11_vac11_web.dat	2011	Brooklyn	Sound	No	No	3 to 6 months	020876110	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	3 bedrooms	5 rooms	3 units	J-51	Held for other reasons	538928	Renter occupied	Not available for rent or sale	16	Not available	Rental office/agent
lng11_vac11_web.dat	2011	Brooklyn	Sound	No	No	3 to 6 months	019251999	0600	00600	Stabilized pre 1947	No bedroom	1 rooms	13 to 19 units	Not applicable	Not applicable (available for rent or available for sale only)	358835	Renter occupied	Available for rent	16	For rent (old construction)	Rental office/agent
lng11_vac11_web.dat	2011	Brooklyn	Sound	Unknown	No	6 to 12 months	020876110	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Vacant for sale-conventional	3 bedrooms	5 rooms	3 units	Not applicable	Not applicable (available for rent or available for sale only)	144789	Never previously occupied	Available for sale only	16	For sale	Superintendent
lng11_vac11_web.dat	2011	Brooklyn	Sound	Unknown	No	6 to 12 months	020876110	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Vacant for sale-conventional	1 bedrooms	3 rooms	3 units	Not applicable	Not applicable (available for rent or available for sale only)	612820	Never previously occupied	Available for sale only	16	For sale	Superintendent
lng11_vac11_web.dat	2011	Brooklyn	Sound	Unknown	No	6 to 12 months	020876110	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Vacant for sale-conventional	No bedroom	1 rooms	3 units	Not applicable	Not applicable (available for rent or available for sale only)	912011	Never previously occupied	Available for sale only	16	For sale	Superintendent
lng11_vac11_web.dat	2011	Brooklyn	Sound	No	No	Not reported	022305149	0625	00625	Stabilized post 1947	No bedroom	1 rooms	100 units or more	Not applicable	Not applicable (available for rent or available for sale only)	526084	Renter occupied	Available for rent	16	For rent (old construction)	Rental office/agent
lng11_vac11_web.dat	2011	Brooklyn	Sound	No	No	1 year or more	020876110	0394	01184	HUD regulated	1 bedrooms	3 rooms	50 to 99 units	HUD regulated	Not applicable (available for rent or available for sale only)	572142	Renter occupied	Available for rent	16	For rent (old construction)	Rental office/agent
lng11_vac11_web.dat	2011	Brooklyn	Sound	No	No	Less than 1 month	017776698	0280	01400	Other rental	3 bedrooms	5 rooms	1 unit without business	Not applicable	Not applicable (available for rent or available for sale only)	623054	Renter occupied	Available for rent	17	For rent (old construction)	Rental office/agent
lng11_vac11_web.dat	2011	Brooklyn	Sound	No	No	3 to 6 months	019418421	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	2 bedrooms	4 rooms	5 units	Not applicable	There is a legal dispute involving the unit	167237	Renter occupied	Not available for rent or sale	17	Not available	Rental office/agent
lng11_vac11_web.dat	2011	Brooklyn	Sound	No	No	3 to 6 months	017518412	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	3 bedrooms	5 rooms	2 units without business	Not applicable	Unit or building is undergoing renovation	176990	Never previously occupied	Not available for rent or sale	17	Not available	Superintendent
lng11_vac11_web.dat	2011	Brooklyn	Sound	No	No	3 to 6 months	016153519	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	3 bedrooms	5 rooms	2 units without business	Not applicable	Unit or building is undergoing renovation	583761	Never previously occupied	Not available for rent or sale	17	Not available	Superintendent
lng11_vac11_web.dat	2011	Brooklyn	Deteriorating	No	No	Less than 1 month	017776698	0207	01450	Other rental	4 bedrooms	7 rooms	3 units	Not applicable	Not applicable (available for rent or available for sale only)	516435	Renter occupied	Available for rent	17	For rent (old construction)	Rental office/agent
lng11_vac11_web.dat	2011	Brooklyn	Sound	No	No	3 to 6 months	017776698	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	2 bedrooms	5 rooms	3 units	Not applicable	Held for occasional use, seasonal or recreational use	204831	Owner occupied	Not available for rent or sale	17	Not available	Rental office/agent
lng11_vac11_web.dat	2011	Brooklyn	Sound	No	No	Less than 1 month	021902656	0320	01600	Other rental	3 bedrooms	5 rooms	2 units with business	Not applicable	Not applicable (available for rent or available for sale only)	946402	Renter occupied	Available for rent	17	For rent (old construction)	Rental office/agent
lng11_vac11_web.dat	2011	Brooklyn	Sound	No	No	1 year or more	020876110	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	No bedroom	3 rooms	3 units	Not applicable	Held for occasional use, seasonal or recreational use	808105	Never previously occupied	Not available for rent or sale	17	Not available	Superintendent
lng11_vac11_web.dat	2011	Brooklyn	Sound	Yes, a cooperative	Yes, a cooperative	1 year or more	020876110	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Vacant for sale-private coop	3 bedrooms	5 rooms	100 units or more	J-51	Not applicable (available for rent or available for sale only)	707699	Renter occupied	Available for sale only	17	For sale	Rental office/agent
lng11_vac11_web.dat	2011	Brooklyn	Sound	No	No	1 to 2 months	017776698	0275	01100	Other rental	2 bedrooms	4 rooms	4 units	Not applicable	Not applicable (available for rent or available for sale only)	737630	Renter occupied	Available for rent	17	For rent (old construction)	Rental office/agent
lng11_vac11_web.dat	2011	Brooklyn	Sound	No	No	1 year or more	017776698	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	1 bedrooms	3 rooms	4 units	Not applicable	Held for occasional use, seasonal or recreational use	831436	Renter occupied	Not available for rent or sale	17	Not available	Rental office/agent
lng11_vac11_web.dat	2011	Brooklyn	Sound	No	No	6 to 12 months	019988287	0366	01100	Other rental	2 bedrooms	3 rooms	2 units without business	Not applicable	Not applicable (available for rent or available for sale only)	828788	Renter occupied	Available for rent	18	For rent (old construction)	Rental office/agent
lng11_vac11_web.dat	2011	Brooklyn	Sound	No	No	1 year or more	013469304	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	3 bedrooms	6 rooms	2 units without business	Not applicable	Unit or building is awaiting renovation	889821	Owner occupied	Not available for rent or sale	18	Not available	Rental office/agent
lng11_vac11_web.dat	2011	Brooklyn	Sound	No	No	1 year or more	013469304	Not applicable (available for sale only or not available for rent or sale)	Not applicable (available for sale only or not available for rent or sale)	Not available vacant	1 bedrooms	3 rooms	2 units without business	Not applicable	Held for occasional use, seasonal or recreational use	759288	Renter occupied	Not available for rent or sale	18	Not available	Rental office/agent
