file	year	Borough	Condition of Building (Observation)	Condo/Coop Status	Monthly Contract Rent	New Control Status Recode	Number of Bedrooms	Number of Rooms	Number of Units in Building	Program Status Input	Sequence Number (Household)	Sub-borough Area	Tenure (1)	Tenure (2)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00580	Stabilized post 1947	1 bedrooms	3	50 to 99 units	Not applicable	639510	15	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	2 bedrooms	4	100 units or more	Not applicable	547376	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	2 bedrooms	4	50 to 99 units	Not applicable	027594	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	2 bedrooms	5	50 to 99 units	Not applicable	090541	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	5	1 unit without business	Not applicable	573391	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	Condo	Not applicable (occupied rent free or owner occupied)	Owner occupied condo	3 bedrooms	5	4 units	421-A	509746	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	Condo	Not applicable (occupied rent free or owner occupied)	Owner occupied condo	3 bedrooms	5	4 units	421-A	473020	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	Condo	Not applicable (occupied rent free or owner occupied)	Owner occupied condo	1 bedrooms	3	4 units	421-A	170410	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01050	Other rental	2 bedrooms	6	2 units without business	Not applicable	634680	15	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	5	2 units without business	Not applicable	281351	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00750	Stabilized pre 1947	1 bedrooms	2	6 to 9 units	Not applicable	383946	15	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00700	Other rental	2 bedrooms	4	3 units	Not applicable	896537	15	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	2 bedrooms	5	1 unit without business	Not applicable	255785	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	8	1 unit without business	Not applicable	100126	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	4 bedrooms	7	1 unit without business	Not applicable	818713	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00850	Other rental	1 bedrooms	3	2 units with business	Not applicable	082396	15	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01200	Other rental	2 bedrooms	6	2 units with business	Not applicable	968420	15	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	Condo	Not applicable (occupied rent free or owner occupied)	Owner occupied condo	1 bedrooms	4	6 to 9 units	Not applicable	819019	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	02200	Other rental	2 bedrooms	5	1 unit without business	Not applicable	906046	15	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	6	1 unit without business	Not applicable	524305	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	4	2 units without business	Not applicable	931256	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	5	3 units	Not applicable	056878	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00900	Other rental	1 bedrooms	2	3 units	Not applicable	800932	15	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Mitchell Lama cooperative	2 bedrooms	4	100 units or more	Mitchell Lama City/Coop	233528	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Mitchell Lama cooperative	2 bedrooms	4	100 units or more	Mitchell Lama City/Coop	209189	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Mitchell Lama cooperative	3 bedrooms	5	50 to 99 units	Mitchell Lama City/Coop	707613	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00780	Stabilized post 1947	2 bedrooms	4	100 units or more	Not applicable	753889	15	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	2 bedrooms	4	100 units or more	Not applicable	740743	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	Coop	00780	Stabilized post 1947	2 bedrooms	4	100 units or more	Not applicable	538921	15	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	Coop	00488	Other rental	No bedroom	1	100 units or more	Not applicable	478602	15	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00900	Other rental	1 bedrooms	2	2 units without business	Not applicable	231549	15	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Deteriorating	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	2 bedrooms	4	2 units without business	Not applicable	382248	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	02200	Other rental	3 bedrooms	4	2 units without business	Not applicable	410624	15	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	2 bedrooms	5	2 units without business	Not applicable	735402	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	6	1 unit without business	Not applicable	826889	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	7	1 unit without business	Not applicable	955460	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	4 bedrooms	7	1 unit without business	Not applicable	329078	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	7	1 unit without business	Not applicable	442261	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00800	Other rental	1 bedrooms	2	2 units without business	Not applicable	276406	15	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	5	2 units without business	Not applicable	987239	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	5	1 unit without business	Not applicable	592341	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	6	2 units with business	Not applicable	453784	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00800	Other rental	1 bedrooms	3	3 units	Not applicable	802077	15	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00800	Other rental	2 bedrooms	4	2 units without business	Not applicable	154634	15	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Deteriorating	No	00850	Other rental	1 bedrooms	2	2 units without business	Not applicable	599117	15	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	6	1 unit with business	Not applicable	589516	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	4 bedrooms	7	1 unit without business	Not applicable	564092	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01500	Other rental	3 bedrooms	5	3 units	Not applicable	772324	15	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01800	Other rental	3 bedrooms	6	3 units	Not applicable	355055	15	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	6	1 unit with business	Not applicable	304893	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	2 bedrooms	4	50 to 99 units	Not applicable	393088	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	3 bedrooms	5	20 to 49 units	Not applicable	357596	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	3 bedrooms	5	20 to 49 units	Not applicable	188112	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	1 bedrooms	3	20 to 49 units	Not applicable	184857	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	2 bedrooms	4	2 units without business	Not applicable	468432	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00650	Other rental	2 bedrooms	4	2 units without business	Not applicable	654015	15	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	5	2 units without business	Not applicable	738638	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	2 bedrooms	4	1 unit without business	Not applicable	553334	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	5	1 unit without business	Not applicable	478284	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01700	Other rental	2 bedrooms	8	1 unit without business	Not applicable	038479	15	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	4	1 unit without business	Not applicable	486290	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	4 bedrooms	8	1 unit without business	Not applicable	196037	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	4 bedrooms	8	1 unit without business	Not applicable	434305	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	4 bedrooms	8	1 unit without business	Not applicable	229605	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	6	1 unit without business	Not applicable	159935	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	2 bedrooms	3	3 units	Not applicable	363214	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Other rental	2 bedrooms	3	3 units	Not applicable	935838	15	N/A (renter)	Occupy rent free
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01000	Other rental	2 bedrooms	3	3 units	Not applicable	790646	15	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00620	Other rental	1 bedrooms	2	1 unit without business	Not applicable	158120	15	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	2 bedrooms	3	2 units without business	Not applicable	096166	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01300	Other rental	1 bedrooms	3	2 units without business	Not applicable	225651	15	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	2 bedrooms	4	2 units without business	Not applicable	199127	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	5	2 units without business	Not applicable	719685	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01200	Other rental	2 bedrooms	5	2 units without business	Not applicable	550725	15	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01100	Other rental	1 bedrooms	3	2 units without business	Not applicable	005538	15	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00850	Other rental	1 bedrooms	2	2 units without business	Not applicable	728692	15	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	02000	Other rental	3 bedrooms	5	3 units	Not applicable	750749	15	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	02000	Other rental	3 bedrooms	5	3 units	Not applicable	582189	15	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01300	Other rental	1 bedrooms	3	3 units	Not applicable	160967	15	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01700	Other rental	2 bedrooms	5	3 units	Not applicable	240681	15	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	3 bedrooms	7	1 unit without business	Not applicable	759881	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01500	Other rental	2 bedrooms	4	1 unit without business	Not applicable	854582	15	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	Not applicable (occupied rent free or owner occupied)	Owner occupied conventional	4 bedrooms	8	1 unit without business	Not applicable	417345	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00600	Other rental	2 bedrooms	4	4 units	Not applicable	898027	15	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	01300	Other rental	2 bedrooms	4	4 units	Not applicable	146829	15	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00700	Other rental	2 bedrooms	4	4 units	Not applicable	070312	15	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	No	00800	Mitchell Lama rental	No bedroom	1	100 units or more	Mitchell Lama City/Coop	857408	15	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Mitchell Lama cooperative	2 bedrooms	3	100 units or more	Mitchell Lama City/Coop	330258	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Mitchell Lama cooperative	1 bedrooms	2	100 units or more	Mitchell Lama City/Coop	637522	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Mitchell Lama cooperative	2 bedrooms	4	100 units or more	Mitchell Lama City/Coop	691759	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	Coop	01650	Stabilized post 1947	2 bedrooms	4	100 units or more	Not applicable	276143	15	N/A (renter)	Pay cash rent
lng11_occ11_web.dat	2011	Brooklyn	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Owner occupied private cooperative	1 bedrooms	3	100 units or more	Not applicable	857217	15	Owned or being bought	Not applicable (owner occupied)
lng11_occ11_web.dat	2011	Brooklyn	Sound	Coop	00600	Stabilized post 1947	1 bedrooms	3	100 units or more	Not applicable	034534	15	N/A (renter)	Pay cash rent
