file	year	Borough	Condition of Building (Observation)	Condo/Coop Status	Monthly Contract Rent	Most Recent Place Householder Lived For 6 Months or More	New Control Status Recode	Number of Bedrooms	Number of Rooms	Number of Units in Building	Program Status Input	Sequence Number (Household)	Sub-borough Area	Tenure (1)	Tenure (2)	Year Householder Moved into Unit Recode
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	00560	Bronx	Public housing	4 bedrooms	6 rooms	50 to 99 units	  	200625	01	N/A (renter)	Pay cash rent	2006-2008
uf_14_occ_web_b.txt	2014	Bronx	Deteriorating	No	00440	Manhattan	Public housing	3 bedrooms	5 rooms	100 units or more	  	168776	01	N/A (renter)	Pay cash rent	2000-2002
uf_14_occ_web_b.txt	2014	Bronx	Deteriorating	No	00576	Bronx	Public housing	1 bedrooms	3 rooms	100 units or more	  	592059	01	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Bronx	Deteriorating	No	00595	Queens	Public housing	1 bedrooms	3 rooms	50 to 99 units	  	855448	01	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Bronx	Deteriorating	No	00475	Bronx	Public housing	4 bedrooms	6 rooms	50 to 99 units	  	257625	01	N/A (renter)	Pay cash rent	1970-1979
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	00576	Bronx	Public housing	1 bedrooms	2 rooms	100 units or more	  	290373	01	N/A (renter)	Pay cash rent	2006-2008
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	00435	Brooklyn	Public housing	3 bedrooms	5 rooms	100 units or more	  	876451	01	N/A (renter)	Pay cash rent	2003-2005
uf_14_occ_web_b.txt	2014	Bronx	Not Reported	No	00788	Bronx	Public housing	3 bedrooms	5 rooms	100 units or more	  	513356	01	N/A (renter)	Pay cash rent	2006-2008
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	00980	Manhattan	Mitchell Lama rental	1 bedrooms	3 rooms	50 to 99 units	  	843542	01	N/A (renter)	Pay cash rent	1995-1999
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	00995	Manhattan	Mitchell Lama rental	1 bedrooms	3 rooms	50 to 99 units	  	322424	01	N/A (renter)	Pay cash rent	1995-1999
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	00715	Bronx	Mitchell Lama rental	2 bedrooms	4 rooms	50 to 99 units	  	749426	01	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	00367	Always lived in this unit	Public housing	2 bedrooms	4 rooms	100 units or more	  	436980	01	N/A (renter)	Pay cash rent	1990-1994
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	00900	Bronx	Public housing	2 bedrooms	4 rooms	100 units or more	  	617144	01	N/A (renter)	Pay cash rent	1990-1994
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	01000	Bronx	Stabilized post 1947	1 bedrooms	2 rooms	100 units or more	  	930974	01	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	01100	Always lived in this unit	Other rental	1 bedrooms	2 rooms	100 units or more	  	760876	01	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	00844	Bronx	Other rental	No bedroom	1 rooms	100 units or more	  	138353	01	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	00909	Bronx	Other rental	1 bedrooms	3 rooms	100 units or more	  	628550	01	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	00950	Not reported	Stabilized pre 1947	1 bedrooms	3 rooms	20 to 49 units	  	367166	01	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	00984	Bronx	Stabilized pre 1947	1 bedrooms	2 rooms	13 to 19 units	  	506778	01	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	00850	Other unit in same building	Stabilized pre 1947	1 bedrooms	3 rooms	20 to 49 units	  	460548	01	N/A (renter)	Pay cash rent	2000-2002
uf_14_occ_web_b.txt	2014	Bronx	Deteriorating	No	00400	Brooklyn	Public housing	2 bedrooms	4 rooms	100 units or more	  	766304	01	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Bronx	Deteriorating	No	00340	Bronx	Public housing	2 bedrooms	4 rooms	100 units or more	  	249336	01	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Bronx	Deteriorating	No	01017	Manhattan	Public housing	2 bedrooms	4 rooms	100 units or more	  	436072	01	N/A (renter)	Pay cash rent	1990-1994
uf_14_occ_web_b.txt	2014	Bronx	Deteriorating	No	00424	Manhattan	Public housing	2 bedrooms	4 rooms	50 to 99 units	  	524685	01	N/A (renter)	Pay cash rent	2000-2002
uf_14_occ_web_b.txt	2014	Bronx	Dilapidated	No	00723	Bronx	Stabilized pre 1947	2 bedrooms	4 rooms	13 to 19 units	  	869298	01	N/A (renter)	Pay cash rent	2000-2002
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	00883	Not reported	Stabilized pre 1947	2 bedrooms	4 rooms	13 to 19 units	  	275216	01	N/A (renter)	Pay cash rent	1980-1984
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	01100	Always lived in this unit	Stabilized pre 1947	2 bedrooms	3 rooms	13 to 19 units	  	580527	01	N/A (renter)	Pay cash rent	2000-2002
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	00788	Dominican Republic	Public housing	3 bedrooms	4 rooms	100 units or more	  	227280	01	N/A (renter)	Pay cash rent	2003-2005
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	00299	Bronx	Public housing	2 bedrooms	3 rooms	50 to 99 units	  	982588	01	N/A (renter)	Pay cash rent	1970-1979
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	00235	Manhattan	Public housing	1 bedrooms	2 rooms	100 units or more	  	413320	01	N/A (renter)	Pay cash rent	1990-1994
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	00235	Manhattan	Public housing	2 bedrooms	4 rooms	100 units or more	  	040189	01	N/A (renter)	Pay cash rent	2003-2005
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	00350	Bronx	Public housing	1 bedrooms	2 rooms	100 units or more	  	895580	01	N/A (renter)	Pay cash rent	1990-1994
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	00210	Bronx	Public housing	2 bedrooms	4 rooms	100 units or more	  	337087	01	N/A (renter)	Pay cash rent	1995-1999
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	00203	Bronx	Public housing	2 bedrooms	4 rooms	100 units or more	  	594789	01	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Bronx	Deteriorating	No	01139	Bronx	Public housing	2 bedrooms	4 rooms	50 to 99 units	  	397780	01	N/A (renter)	Pay cash rent	1980-1984
uf_14_occ_web_b.txt	2014	Bronx	Deteriorating	No	00275	Bronx	Public housing	2 bedrooms	4 rooms	100 units or more	  	764535	01	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	01150	Bronx	Public housing	2 bedrooms	4 rooms	100 units or more	  	822626	01	N/A (renter)	Pay cash rent	1980-1984
uf_14_occ_web_b.txt	2014	Bronx	Deteriorating	No	00525	Bronx	Public housing	2 bedrooms	4 rooms	100 units or more	  	262091	01	N/A (renter)	Pay cash rent	1995-1999
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	01160	Bronx	Public housing	2 bedrooms	4 rooms	100 units or more	  	873407	01	N/A (renter)	Pay cash rent	1995-1999
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	00359	Bronx	Public housing	3 bedrooms	5 rooms	100 units or more	  	430645	01	N/A (renter)	Pay cash rent	1985-1989
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	00243	Bronx	Public housing	1 bedrooms	3 rooms	100 units or more	  	266323	01	N/A (renter)	Pay cash rent	1969 or earlier
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	00943	Other unit in same building	HUD regulated	1 bedrooms	2 rooms	50 to 99 units	  	855156	01	N/A (renter)	Pay cash rent	2006-2008
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	00189	Bronx	HUD regulated	1 bedrooms	2 rooms	50 to 99 units	  	410299	01	N/A (renter)	Pay cash rent	2006-2008
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	00272	Bronx	Public housing	2 bedrooms	4 rooms	100 units or more	  	775933	01	N/A (renter)	Pay cash rent	1980-1984
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	00629	Bronx	Public housing	3 bedrooms	5 rooms	100 units or more	  	313251	01	N/A (renter)	Pay cash rent	2003-2005
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	00417	Bronx	Public housing	2 bedrooms	4 rooms	100 units or more	  	503160	01	N/A (renter)	Pay cash rent	2006-2008
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	00247	Manhattan	Public housing	1 bedrooms	3 rooms	50 to 99 units	  	780217	01	N/A (renter)	Pay cash rent	1995-1999
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	01251	Not reported	Public housing	2 bedrooms	3 rooms	100 units or more	  	188661	01	N/A (renter)	Pay cash rent	1970-1979
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	00768	Bronx	Public housing	3 bedrooms	5 rooms	100 units or more	  	624755	01	N/A (renter)	Pay cash rent	1995-1999
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	00243	Bronx	Public housing	1 bedrooms	3 rooms	100 units or more	  	156956	01	N/A (renter)	Pay cash rent	1995-1999
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	00780	Bronx	Public housing	3 bedrooms	5 rooms	100 units or more	  	546972	01	N/A (renter)	Pay cash rent	2006-2008
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	01000	Bronx	Stabilized pre 1947	2 bedrooms	4 rooms	50 to 99 units	  	760473	01	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	01000	Bronx	Public housing	3 bedrooms	5 rooms	50 to 99 units	  	847843	01	N/A (renter)	Pay cash rent	2003-2005
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	01329	Not reported	Public housing	1 bedrooms	3 rooms	100 units or more	  	809409	01	N/A (renter)	Pay cash rent	1980-1984
uf_14_occ_web_b.txt	2014	Bronx	Dilapidated	No	01200	Manhattan	Public housing	2 bedrooms	4 rooms	100 units or more	  	083190	01	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	01500	Bronx	Public housing	5 bedrooms	7 rooms	100 units or more	  	095871	01	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	01325	Not reported	Stabilized pre 1947	2 bedrooms	4 rooms	20 to 49 units	  	810763	01	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Bronx	Dilapidated	No	01180	Always lived in this unit	Stabilized pre 1947	No bedroom	1 rooms	20 to 49 units	  	505235	01	N/A (renter)	Pay cash rent	2003-2005
uf_14_occ_web_b.txt	2014	Bronx	Dilapidated	No	01044	Bronx	Stabilized pre 1947	1 bedrooms	2 rooms	20 to 49 units	  	248543	01	N/A (renter)	Pay cash rent	2006-2008
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	Not applicable (occupied rent free or owner occupied)	Bronx	Owner occupied conventional	4 bedrooms	7 rooms	1 unit without business	  	275943	02	Owned or being bought	Not applicable (owner occupied)	1980-1984
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	Not applicable (occupied rent free or owner occupied)	Always lived in this unit	Owner occupied conventional	2 bedrooms	3 rooms	1 unit without business	  	472602	02	Owned or being bought	Not applicable (owner occupied)	2003-2005
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	Not applicable (occupied rent free or owner occupied)	Bronx	Owner occupied conventional	2 bedrooms	7 rooms	1 unit without business	  	235091	02	Owned or being bought	Not applicable (owner occupied)	1980-1984
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	00750	Bronx	Other rental	3 bedrooms	5 rooms	2 units with business	  	822024	02	N/A (renter)	Pay cash rent	2003-2005
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	00350	Other state	Other rental	1 bedrooms	3 rooms	2 units with business	  	123822	02	N/A (renter)	Pay cash rent	1970-1979
uf_14_occ_web_b.txt	2014	Bronx	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Other unit in same building	Owner occupied private cooperative	2 bedrooms	4 rooms	20 to 49 units	  	742274	02	Owned or being bought	Not applicable (owner occupied)	1970-1979
uf_14_occ_web_b.txt	2014	Bronx	Sound	Unknown	00949	Bronx	Stabilized pre 1947	1 bedrooms	3 rooms	20 to 49 units	  	964861	02	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Bronx	Not Reported	No	01000	Queens	Stabilized pre 1947	2 bedrooms	3 rooms	20 to 49 units	  	415565	02	N/A (renter)	Pay cash rent	2003-2005
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	01325	Bronx	Stabilized pre 1947	2 bedrooms	4 rooms	20 to 49 units	  	568210	02	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	01050	Not reported	Stabilized pre 1947	1 bedrooms	3 rooms	20 to 49 units	  	712619	02	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	01150	Bronx	Stabilized pre 1947	2 bedrooms	4 rooms	20 to 49 units	  	158559	02	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	01200	Bronx	Stabilized pre 1947	No bedroom	1 rooms	20 to 49 units	  	727272	02	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	01171	Bronx	Stabilized pre 1947	2 bedrooms	4 rooms	20 to 49 units	  	084258	02	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	00980	Manhattan	Stabilized post 1947	2 bedrooms	4 rooms	50 to 99 units	  	179680	02	N/A (renter)	Pay cash rent	2006-2008
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	00730	Not reported	Stabilized post 1947	2 bedrooms	4 rooms	50 to 99 units	  	187337	02	N/A (renter)	Pay cash rent	2006-2008
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	00909	Bronx	Stabilized post 1947	No bedroom	1 rooms	50 to 99 units	  	515174	02	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	00730	Not reported	Stabilized post 1947	2 bedrooms	4 rooms	50 to 99 units	  	022778	02	N/A (renter)	Pay cash rent	2000-2002
uf_14_occ_web_b.txt	2014	Bronx	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Manhattan	Mitchell Lama cooperative	3 bedrooms	4 rooms	100 units or more	  	933074	02	Owned or being bought	Not applicable (owner occupied)	2006-2008
uf_14_occ_web_b.txt	2014	Bronx	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Bronx	Mitchell Lama cooperative	1 bedrooms	3 rooms	100 units or more	  	738491	02	Owned or being bought	Not applicable (owner occupied)	2006-2008
uf_14_occ_web_b.txt	2014	Bronx	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Bronx	Mitchell Lama cooperative	1 bedrooms	3 rooms	100 units or more	  	369140	02	Owned or being bought	Not applicable (owner occupied)	1990-1994
uf_14_occ_web_b.txt	2014	Bronx	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Bronx	Mitchell Lama cooperative	2 bedrooms	4 rooms	100 units or more	  	719933	02	Owned or being bought	Not applicable (owner occupied)	1980-1984
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	01400	Bronx	Other rental	No bedroom	1 rooms	3 units	  	265103	02	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Bronx	Deteriorating	No	01595	Brooklyn	Stabilized pre 1947	3 bedrooms	5 rooms	13 to 19 units	  	021778	02	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Bronx	Deteriorating	No	01146	Bronx	Stabilized pre 1947	1 bedrooms	2 rooms	13 to 19 units	  	682256	02	N/A (renter)	Pay cash rent	1985-1989
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	00641	Not reported	Public housing	2 bedrooms	4 rooms	13 to 19 units	  	563323	02	N/A (renter)	Pay cash rent	2000-2002
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	00157	Bronx	Public housing	2 bedrooms	3 rooms	13 to 19 units	  	050615	02	N/A (renter)	Pay cash rent	1995-1999
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	00600	Manhattan	Public housing	1 bedrooms	2 rooms	13 to 19 units	  	711881	02	N/A (renter)	Pay cash rent	2006-2008
uf_14_occ_web_b.txt	2014	Bronx	Not Reported	No	00574	Bronx	Public housing	1 bedrooms	2 rooms	13 to 19 units	  	026782	02	N/A (renter)	Pay cash rent	2003-2005
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	01800	Other unit in same building	HUD regulated	3 bedrooms	5 rooms	50 to 99 units	  	233369	02	N/A (renter)	Pay cash rent	1990-1994
uf_14_occ_web_b.txt	2014	Bronx	Not Reported	No	Not applicable (occupied rent free or owner occupied)	Manhattan	Stabilized pre 1947	No bedroom	1 rooms	20 to 49 units	  	070012	02	N/A (renter)	Occupy rent free	2012 or later
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	Not applicable (occupied rent free or owner occupied)	Manhattan	Stabilized pre 1947	No bedroom	1 rooms	20 to 49 units	  	849607	02	N/A (renter)	Occupy rent free	2012 or later
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	01300	Bronx	Other rental	3 bedrooms	5 rooms	2 units without business	  	918546	02	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Bronx	Not Reported	No	Not applicable (occupied rent free or owner occupied)	Bronx	Other rental	4 bedrooms	5 rooms	3 units	  	659577	02	N/A (renter)	Occupy rent free	2009-2011
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	01595	Not reported	Stabilized pre 1947	2 bedrooms	4 rooms	13 to 19 units	  	695160	02	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	01450	Brooklyn	Stabilized pre 1947	1 bedrooms	2 rooms	13 to 19 units	  	228838	02	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	01338	Manhattan	Stabilized pre 1947	1 bedrooms	3 rooms	13 to 19 units	  	978795	02	N/A (renter)	Pay cash rent	2006-2008
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	01600	NY, NJ, Connecticut	Stabilized pre 1947	2 bedrooms	4 rooms	13 to 19 units	  	319768	02	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Bronx	Sound	Coop	Not applicable (occupied rent free or owner occupied)	Bronx	Owner occupied private cooperative	1 bedrooms	4 rooms	50 to 99 units	  	580487	02	Owned or being bought	Not applicable (owner occupied)	1985-1989
uf_14_occ_web_b.txt	2014	Bronx	Sound	Unknown	01450	Bronx	Stabilized post 1947	1 bedrooms	3 rooms	50 to 99 units	  	864503	02	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	00919	Bronx	Stabilized post 1947	1 bedrooms	3 rooms	50 to 99 units	  	972048	02	N/A (renter)	Pay cash rent	1995-1999
uf_14_occ_web_b.txt	2014	Bronx	Deteriorating	No	00630	Queens	Other rental	3 bedrooms	6 rooms	1 unit without business	  	726922	02	N/A (renter)	Pay cash rent	1995-1999
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	Not applicable (occupied rent free or owner occupied)	Bronx	Owner occupied conventional	4 bedrooms	6 rooms	1 unit without business	  	245575	02	Owned or being bought	Not applicable (owner occupied)	2000-2002
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	Not applicable (occupied rent free or owner occupied)	Manhattan	Owner occupied conventional	3 bedrooms	5 rooms	3 units	  	582360	02	Owned or being bought	Not applicable (owner occupied)	1990-1994
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	01050	Bronx	Other rental	2 bedrooms	3 rooms	3 units	  	350655	02	N/A (renter)	Pay cash rent	2000-2002
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	00600	Always lived in this unit	Other rental	No bedroom	1 rooms	5 units	  	277580	02	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	01852	Bronx	Stabilized pre 1947	3 bedrooms	5 rooms	50 to 99 units	  	048414	02	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	01270	Bronx	Stabilized pre 1947	2 bedrooms	4 rooms	20 to 49 units	  	387460	02	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	01100	Other state	Stabilized pre 1947	1 bedrooms	3 rooms	20 to 49 units	  	224546	02	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	01300	Other state	Stabilized pre 1947	2 bedrooms	4 rooms	20 to 49 units	  	648063	02	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	01400	Not reported	Other rental	2 bedrooms	4 rooms	13 to 19 units	  	907963	02	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	01400	Not reported	Stabilized post 1947	2 bedrooms	4 rooms	13 to 19 units	  	011936	02	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	01400	Not reported	Stabilized post 1947	2 bedrooms	4 rooms	13 to 19 units	  	253193	02	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	01650	Bronx	Other rental	3 bedrooms	5 rooms	4 units	  	842703	02	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	Not applicable (occupied rent free or owner occupied)	Manhattan	Owner occupied conventional	4 bedrooms	5 rooms	1 unit without business	  	031196	02	Owned or being bought	Not applicable (owner occupied)	2006-2008
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	Not applicable (occupied rent free or owner occupied)	Bronx	Owner occupied conventional	5 bedrooms	8 rooms or more	1 unit without business	  	789141	02	Owned or being bought	Not applicable (owner occupied)	1970-1979
uf_14_occ_web_b.txt	2014	Bronx	Deteriorating	No	01800	Bronx	Other rental	3 bedrooms	4 rooms	4 units	  	604669	02	N/A (renter)	Pay cash rent	2006-2008
uf_14_occ_web_b.txt	2014	Bronx	Deteriorating	No	00300	Other state	Other rental	2 bedrooms	4 rooms	3 units	  	145634	02	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Bronx	Deteriorating	No	01320	Bronx	Other rental	3 bedrooms	5 rooms	3 units	  	231826	02	N/A (renter)	Pay cash rent	2000-2002
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	01325	Always lived in this unit	Stabilized pre 1947	1 bedrooms	2 rooms	10 to 12 units	  	881358	02	N/A (renter)	Pay cash rent	2003-2005
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	00874	Bronx	Stabilized pre 1947	1 bedrooms	2 rooms	10 to 12 units	  	766015	02	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	01050	Bronx	Stabilized pre 1947	1 bedrooms	2 rooms	10 to 12 units	  	257587	02	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	01260	Always lived in this unit	Stabilized pre 1947	1 bedrooms	2 rooms	10 to 12 units	  	672418	02	N/A (renter)	Pay cash rent	2012 or later
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	00650	Bronx	Other rental	1 bedrooms	2 rooms	2 units without business	  	333258	02	N/A (renter)	Pay cash rent	2000-2002
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	Not applicable (occupied rent free or owner occupied)	Bronx	Owner occupied conventional	3 bedrooms	6 rooms	2 units without business	  	959121	02	Owned or being bought	Not applicable (owner occupied)	1995-1999
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	Not applicable (occupied rent free or owner occupied)	Bronx	Owner occupied conventional	3 bedrooms	5 rooms	1 unit without business	  	680361	02	Owned or being bought	Not applicable (owner occupied)	1995-1999
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	01500	Bronx	Other rental	3 bedrooms	4 rooms	4 units	  	853220	02	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	01500	Bronx	Other rental	1 bedrooms	2 rooms	2 units without business	  	276769	02	N/A (renter)	Pay cash rent	2009-2011
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	01200	Bronx	Other rental	No bedroom	1 rooms	5 units	  	370521	02	N/A (renter)	Pay cash rent	2003-2005
uf_14_occ_web_b.txt	2014	Bronx	Sound	No	01300	Bronx	Other rental	2 bedrooms	4 rooms	2 units with business	  	989174	02	N/A (renter)	Pay cash rent	2012 or later
